id,investorName,investorType,city,country,sectors,stages,logoURL
829,Urban Innovation Fund,,San Francisco,USA,Platform,Seed,https://pbs.twimg.com/profile_images/783112232771080195/vSaASdG9_400x400.jpg
830,Urban Us,"Micro VC, Venture Capital",Brooklyn,USA,iOT,Seed,https://pbs.twimg.com/profile_images/960203424389369856/CIGmoqo8_400x400.jpg
831,Urbana,,Edinburgh,United Kingdom,"AgTech, Cryptocurrency",Series B,
832,UTEST,,Toronto,Canada,"BioTech, HealthTech, SaaS","Pre-Seed, Seed, Series A",
833,Valent Low-Carbon Technologies,,Oakville,Canada,CleanTech,,
834,Valor Capital Group,Venture Capital,New York,USA,"Blockchain, FinTech","Series A, Series B",https://pbs.twimg.com/profile_images/1176176417236799489/aaz-9yYH_400x400.jpg
835,Vanedge Capital,Venture Capital,Vancouver,Canada,"Marketplace, SaaS, iOT","Series A, Series B",https://pbs.twimg.com/profile_images/762722725647351809/ojIrnDdM_400x400.jpg
836,Vast Ventures,Venture Capital,New York,USA,HealthTech,Series A,
837,Vectr,Venture Capital,Sheung Wan,Hong Kong,HealthTech,Seed,https://pbs.twimg.com/profile_images/1161492525510746112/m1bqinQv_400x400.jpg
838,Velo Partners,Venture Capital,London,United Kingdom,AI,Seed,
839,Velocity,,,Canada,"Aerospace, CleanTech, Hardware, HealthTech, LogisticsTech, SaaS",Pre-Seed,
840,ventureLAB,"Accelerator, Incubator",Markham,Canada,"BioTech, PropertyTech",,https://pbs.twimg.com/profile_images/1134642055794368512/r8YQQP1X_400x400.png
841,Version One Ventures,Venture Capital,Vancouver,Canada,"AI, Blockchain, CleanTech, FinTech","Seed, Series B, Series C, Series D",https://pbs.twimg.com/profile_images/527197181954899968/4z_wfX6c_400x400.jpeg
842,Verstra Ventures,Venture Capital,Toronto,Canada,"HealthTech, SaaS, iOT",Seed,
843,Vertex Ventures,Venture Capital,Palo Alto,USA,Marketplace,Series B,https://pbs.twimg.com/profile_images/940764010793787392/kMrb55wj_400x400.jpg
844,Vestigo Ventures,,Cambridge,USA,FinTech,Series A,https://pbs.twimg.com/profile_images/703326101406248960/lXBV5lBb_400x400.jpg
845,Vickers Venture Partners,Venture Capital,Singapore,Singapore,CleanTech,,
846,Village Global,"Accelerator, Micro VC, Venture Capital",San Francisco,USA,"DevTech, HRTech, SaaS","Pre-Seed, Seed",https://pbs.twimg.com/profile_images/912331278652923904/QZMzJW2d_400x400.jpg
847,Vinotronics Co-Corp,,,Canada,"SaaS, eCommerce",Seed,
848,Viola Growth,Venture Capital,Herzliya,Israel,Marketplace,Series B,
849,Vipul Goyal,Angel,,,CryptoCurrency,Seed,
850,Vista Equity Partners,,Austin,USA,SaaS,"Series C, Series D",https://pbs.twimg.com/profile_images/1410631899198992392/8FHr80FC_400x400.jpg
851,Vitality Capital,"Private Equity Firm, Venture Capital",Toronto,Canada,Marketplace,Series B,
852,VoLo Earth Ventures,,Snowmass Village,USA,"CleanTech, Hardware","Seed, Series A",
853,Volta Labs,,Halifax,Canada,Analytics,Seed,
854,Voyager Capital,Venture Capital,Seattle,USA,SaaS,Series B,https://pbs.twimg.com/profile_images/1082725039454052352/F0EyBnnk_400x400.jpg
855,Warburg Pincus,,New York,USA,"CyberSecurity, FinTech",,
856,Warner Music Group,,New York,USA,"Blockchain, EntertainmentTech",Series B,
857,WaterBridge Ventures,,New Delhi,India,HealthTech,"Seed, Series A, Series B",https://pbs.twimg.com/profile_images/1036909974839078912/kNnisc4E_400x400.jpg
858,Waterdrip Capital,,Shanghai,China,FinTech,Seed,
859,Weekend Fund,,San Francisco,USA,PropertyTech,Seed,https://pbs.twimg.com/profile_images/1041419240408903680/pO44UPB5_400x400.jpg
860,Werklund Capital,Venture Capital,Calgary,Canada,Robotics,Series B,
861,WestCap Group,"Private Equity Firm, Venture Capital",San Francisco,USA,TravelTech,Series F,
862,Western Economic Diversification Canada,,Edmonton,Canada,Marketplace,Seed,
863,Wharton Alumni Angels,Angel Group,Fort Washington,USA,HealthTech,Pre-Seed,https://pbs.twimg.com/profile_images/1308946899525754880/URE2hKbm_400x400.jpg
864,What If Ventures,"Micro VC, Syndicate, Venture Capital",Frisco,USA,AI,Seed,
865,White Owl Capital Partners,Venture Capital,New York,USA,FinTech,Series B,
866,White Star Capital,Venture Capital,New York,USA,"CyberSecurity, FinTech, Hardware, HealthTech, Misc, Platform, PropertyTech, Robotics, SaaS","Seed, Series A, Series B, Series C",
867,Whitecap Venture Partners,Venture Capital,Toronto,Canada,"AgTech, BioTech, EdTech, FitnessTech, HealthTech, LogisticsTech, Marketplace, SaaS, eCommerce","Seed, Series A, Series B",https://pbs.twimg.com/profile_images/592692545244811264/_5vpdXNp_400x400.jpg
868,Wintermute Trading,,London,United Kingdom,Blockchain,Seed,
869,Workday Ventures,,San Francisco,USA,"Data, SaaS","Seed, Series A, Series B",https://pbs.twimg.com/profile_images/1224464215626223616/fU3SowBc_400x400.png
870,WUTIF,"Micro VC, Venture Capital",Vancouver,Canada,"EdTech, GeoTech",Seed,https://pbs.twimg.com/profile_images/430813489301434369/t2bR5ss6_400x400.jpeg
871,Xfund,"Micro VC, Venture Capital",Palo Alto,USA,"AI, Misc",Series A,https://pbs.twimg.com/profile_images/880180427318714368/TF79O3r4_400x400.jpg
872,Y Combinator,Accelerator,Mountain View,USA,"3DTech, BioTech, CyberSecurity, DevTech, HRTech, HealthTech, LogisticsTech, MarTech, Marketplace, Platform, Quantum, Robotics, SaaS, Software, TransportationTech, VideoTech, Wearables, eCommerce","Pre-Seed, Seed, Series A, Series B, Series E, Series F",https://pbs.twimg.com/profile_images/716641091311697920/hFFVBhFe_400x400.jpg
873,Yaletown Partners,Venture Capital,Vancouver,Canada,"AI, Analytics, LogisticsTech, SaaS","Seed, Series A, Series B",
874,Yavar Mirza,Angel,,,"CrowdFunding, FinTech",,
875,York Angels Investors,Angel Group,Toronto,Canada,LegalTech,Seed,https://pbs.twimg.com/profile_images/1453099297197543430/5oTv92d4_400x400.jpg
876,Zaeem Shaukat Mirza,,Toronto,Canada,CrowdFunding,,https://pbs.twimg.com/profile_images/1403177469851717633/dwcVco9F_400x400.jpg
877,Zander Lurie,,Santa Monica,USA,AI,Series A,https://pbs.twimg.com/profile_images/1402646512845393926/Z_m4R7ey_400x400.jpg
878,Rob Henderson,Angel,,,EdTech,Seed,
879,I2BF Global Ventures,,New York,USA,"CleanTech, eCommerce","Seed, Series E",
880,Viewpoint Group,,Calgary,Canada,HealthTech,Series A,
881,ViewPoint Capital Partners,,Zürich,Switzerland,LegalTech,Series A,
882,Valar Ventures,,New York,USA,"FinTech, PropertyTech","Series A, Series B, Series D",
883,Viva BioInnovator,,Shanghai,China,BioTech,"Seed, Series A",
884,Wesley Clover,,Ottawa,Canada,CyberSecurity,Series B,
885,Jay Simons,,San Francisco,USA,"AI, CyberSecurity",Series A,
887,Protocol Ventures,,,,"Cryptocurrency, MarTech","Seed, Series A",
888,IOSG Ventures,,Hong Kong,Hong Kong,Blockchain,Seed,
889,Michael Deeg,Angel,,,CryptoCurrency,Seed,
890,Dee Ford,Angel,,,Blockchain,Series C,
891,Richard Seymour,Angel,,,Blockchain,Series C,
892,Rodney McLeod,Angel,,,Blockchain,Series C,
893,Roosh Ventures,,Kyiv,Ukraine,Blockchain,Series C,
894,Shawn Mendes,,Pickering,Canada,Blockchain,Series C,
895,Shay Mitchell,Angel,,,Blockchain,Series C,
896,Stefon Diggs,Angel,,,Blockchain,Series C,
897,The Chernin Group,,Los Angeles,USA,Blockchain,Series C,
898,Thomas Antonio Davis,Angel,,,Blockchain,Series C,
899,Timothy Lamar Beckham,Angel,,,Blockchain,Series C,
900,Trent Williams,Angel,,,Blockchain,Series C,
901,Tyrod Taylor,Angel,,,Blockchain,Series C,
902,U.S. Venture Partners,,Menlo Park,USA,Blockchain,Series C,
903,Udonis Haslem,Angel,,,Blockchain,Series C,
904,Venrock,,Palo Alto,USA,Blockchain,Series C,
905,Vivek Ranadive,,Palo Alto,USA,Blockchain,Series C,
906,Will Smith,Angel,,,Blockchain,Series C,
907,LongHash Ventures,,Singapore,Singapore,FinTech,Series A,
908,Tiny Capital,,Victoria,Canada,"BlockChain, FinTech, HealthTech, Marketplace, SaaS","Seed, Series A",
909,Pieter Abbeel,,San Francisco,USA,AutoTech,Series A,
910,Founders Fund,Venture Capital,San Francisco,USA,Marketplace,"Series D, Series E, Series F",
911,Lightspeed Venture Partners,Venture Capital,Menlo Park,USA,"DevTech, Marketplace","Seed, Series A, Series B, Series D, Series E, Series F",
912,Sequoia Capital,Venture Capital,Menlo Park,USA,"DevTech, Marketplace","Series E, Series F",
913,DST Global,Venture Capital,,USA,Marketplace,"Series E, Series F",
914,D1 Capital Partners,Venture Capital,New York,USA,Marketplace,"Series B, Series E, Series F",
915,Norwest Venture Partners,Venture Capital,Palo Alto,USA,Marketplace,"Series E, Series F",
916,Dragoneer,,San Francisco,USA,Marketplace,"Series E, Series F",
917,75 & Sunny,Venture Capital,Los Angeles,USA,PropertyTech,Series B,
918,Adrian Schauer,Angel,Montreal,Canada,HealthTech,Pre-Seed,
919,Alexandria Venture Investments,Venture Capital,Pasadena,USA,BioTech,"Series A, Series C",
920,Amar Varma,Angel,Toronto,Canada,"SaaS, eCommerce",Seed,https://pbs.twimg.com/profile_images/1739967065/profile_pic__400x400.jpg
921,Amzak Health Investors,Venture Capital,New York,USA,BioTech,Series A,
922,Anthony Casalena,Angel,New York,USA,CyberSecurity,Series B,https://pbs.twimg.com/profile_images/708326239451422722/JwyT_qhJ_400x400.jpg
923,Antler,"Accelerator, Incubator, Venture Capital",Singapore,Singapore,Social,Pre-Seed,https://pbs.twimg.com/profile_images/1119030963697152000/EuJVh0Ux_400x400.png
924,Aqua Spark,Micro VC,Utrecht,The Netherlands,,,https://pbs.twimg.com/profile_images/1412340327554355202/h3O8LDrl_400x400.jpg
925,Atlantic Canada Opportunities Agency,Micro VC,Moncton,Canada,CleanTech,Seed,
926,Atlantico,Venture Capital,Brazil,Trinidad and Tobago,AI,Series B,
927,Azure Capital Partners,Venture Capital,San Francisco,USA,,,https://pbs.twimg.com/profile_images/1120518587/azure_sq_logo_4_400x400.jpg
928,BITKRAFT Ventures,Venture Capital,San Francisco,USA,Blockchain,Seed,https://pbs.twimg.com/profile_images/1413546302630088712/25WC6wqy_400x400.jpg
929,Blackhorn Ventures,Venture Capital,Boulder,USA,SaaS,Seed,https://pbs.twimg.com/profile_images/1001588492214784000/epUKxrxK_400x400.jpg
931,Bow Capital,Venture Capital,Menlo Park,USA,FinTech,Series C,https://pbs.twimg.com/profile_images/1047219238371356677/KfO2vfKW_400x400.jpg
932,BTG Pactual,Micro VC,São Paulo,Brazil,,,
933,Canaccord Genuity Group,"Investment Bank, Micro VC, Venture Capital",Toronto,Canada,FinTech,Series A,
934,Castor Ventures,Micro VC,Boston,USA,AI,Series B,
935,Cherubic Ventures,Venture Capital,Taipei,Taiwan,Metaverse,Seed,https://pbs.twimg.com/profile_images/1412996975197261829/lRJZYmbV_400x400.jpg
936,Chrysalis Ventures,Venture Capital,Louisville,USA,HealthTech,Series B,https://pbs.twimg.com/profile_images/732939332374269952/Y73DpjM0_400x400.jpg
937,Concrete Ventures,Micro VC,Halifax,Canada,"BioTech, CyberSecurity, LegalTech, SaaS, SportsTech","Pre-Seed, Seed",https://pbs.twimg.com/profile_images/1458457278860902402/rt5NbyXN_400x400.jpg
938,Conexus Credit Union,Venture Capital,Regina,Canada,,,https://pbs.twimg.com/profile_images/793458953866715136/u6fmRDli_400x400.jpg
939,Courtside Ventures,"Micro VC, Venture Capital",New York,USA,"FitnessTech, Marketplace","Seed, Series A",https://pbs.twimg.com/profile_images/893555400544587776/iQjwpzhy_400x400.jpg
940,Cygni Capital,Venture Capital,California,USA,Blockchain,Series A,https://pbs.twimg.com/profile_images/1225905925153853440/yl7AV0w-_400x400.jpg
941,Dan Cugnet,Angel,,,,,
942,David Grutman,Angel,,,FitnessTech,Series A,
943,David Wichers,Angel,,,CyberSecurity,Seed,
944,DCVC,Venture Capital,San Francisco,USA,"AI, HealthTech",Series B,https://pbs.twimg.com/profile_images/995375889222438912/ScIBR0E4_400x400.jpg
945,Dragonfly Capital Partners,Venture Capital,San Francisco,USA,Blockchain,Series A,https://pbs.twimg.com/profile_images/1432878304378310657/mqxWyzdn_400x400.jpg
946,E8 Angels,Venture Capital,Seattle,USA,NanoTech,Seed,https://pbs.twimg.com/profile_images/481532571998629888/2LprTojb_400x400.png
947,Eddie Lou,Angel,Chicago,USA,AI,Pre-Seed,https://pbs.twimg.com/profile_images/1342508017754001408/iysU__hm_400x400.jpg
948,Eric Wu,Angel,San Francisco,USA,PropertyTech,Series B,https://pbs.twimg.com/profile_images/378800000187028405/d1306ef37fd1b1563d4d15047caf53cc_400x400.jpeg
949,Farmers Investment Club,Angel Group,Palo Alto,USA,,,
950,Formic Ventures,"Family Investment Office, Venture Capital",San Francisco,USA,HealthTech,Seed,
951,Forté Ventures,Micro VC,Atlanta,USA,AI,Series B,https://pbs.twimg.com/profile_images/960700889919926272/y0Ken94f_400x400.jpg
952,Fulcrum Global Capital,Venture Capital,Mound City,USA,agTech,"Seed, Series B",
953,FUSE,Venture Capital,Seattle,USA,"Platform, SaaS, eCommerce","Seed, Series B",https://pbs.twimg.com/profile_images/1470849317049040897/bzJ8iEoP_400x400.jpg
954,Future Shape,Venture Capital,Paris,France,AI,Series B,https://pbs.twimg.com/profile_images/920417872257499142/sB-iXwvQ_400x400.jpg
955,GBV Capital,"Incubator, Venture Capital",Grand Cayman,Cayman Islands,,,https://pbs.twimg.com/profile_images/1430448749319499776/RczIJon6_400x400.jpg
956,Gerhard Eschelbeck,Angel,San Francisco,USA,CyberSecurity,"Series A, Series B",
957,Glade Brook Capital Partners,Venture Capital,Greenwich,USA,TravelTech,,
958,Glenn Goucher,Angel,,,FinTech,Seed,
959,Haig Farris,Angel,Canada,,BioTech,Seed,
960,Harley Finkelstein,Angel,Ottawa,Canada,CyberSecurity,Series B,https://pbs.twimg.com/profile_images/1455181284590989313/zSesAkA7_400x400.jpg
961,Haystack,"Micro VC, Venture Capital",San Francisco,USA,CyberSecurity,Seed,https://pbs.twimg.com/profile_images/1158394541935718400/GNHVOTSv_400x400.png
962,Honor Ventures,Venture Capital,Menlo Park,USA,eCommerce,Series B,
963,Interplay Ventures,Venture Capital,New York,USA,PropertyTech,Series B,https://pbs.twimg.com/profile_images/1424741630968569860/TQoWqian_400x400.png
964,Jay Parikh,Angel,San Francisco,USA,CyberSecurity,Series B,https://pbs.twimg.com/profile_images/1330332498467885056/VzOTFKJt_400x400.jpg
965,Jean Genier,Angel,,,Marketplace,Series A,
966,Jeffrey Wald,Angel,New York,USA,AI,Pre-Seed,https://pbs.twimg.com/profile_images/1305892619168428032/oxNLZGmS_400x400.jpg
967,Jenny Yang,Angel,Vancouver,Canada,CyberSecurity,Seed,https://pbs.twimg.com/profile_images/1392156720151949315/eazfKB8m_400x400.jpg
968,Jonathan Ehrlich,"Investment Partner, Individual/Angel",San Francisco,USA,PropertyTech,Series B,https://pbs.twimg.com/profile_images/1300213906267226112/FjOd7Jle_400x400.jpg
969,Jonathan Oberheide,Angel,Ann Arbor,USA,CyberSecurity,Seed,https://pbs.twimg.com/profile_images/1465719495713042435/d_naNRi__400x400.jpg
970,Jonathan Weiner,"Investment Partner, Individual/Angel",New York,USA,eCommerce,Seed,https://pbs.twimg.com/profile_images/842086254627942400/rltpNtk6_400x400.jpg
971,Kerry Lumbard,Angel,Saskatchewan,North America,,,
972,Kevin Hartz,"Investment Partner, Individual/Angel",San Francisco,USA,CyberSecurity,Series B,https://pbs.twimg.com/profile_images/985311139599810560/8N7YI4Ck_400x400.jpg
973,Kevin Mahaffey,Angel,San Francisco,USA,"CyberSecurity, LogisticsTech","Seed, Series A",https://pbs.twimg.com/profile_images/832802429867483137/eGWwxV1Z_400x400.jpg
974,Khaled Verjee,Angel,,,Blockchain,Seed,
975,LDV Partners,Venture Capital,Palo Alto,USA,LegalTech,Series B,
976,Lemniscap,"Hedge Fund, Venture Capital",Hong Kong,Hong Kong,Blockchain,Series A,
977,Lydia Jett,"Investment Partner, Individual/Angel",San Francisco,USA,PropertyTech,Series B,https://pbs.twimg.com/profile_images/1201286491537723392/vFPmR0WD_400x400.jpg
978,Mai Fujimoto,Angel,,,,,https://pbs.twimg.com/profile_images/1471817348210638850/Y-j8Prt2_400x400.jpg
979,Mark Macleod,Angel,Toronto,Canada,Marketplace,Series A,https://pbs.twimg.com/profile_images/1219646270517563393/rPteIe1y_400x400.jpg
980,Mary Karamanos,Angel,,,FinTech,Seed,
981,MATH Venture Partners,Micro VC,Chicago,USA,Marketplace,Series A,https://pbs.twimg.com/profile_images/1265402568341159941/e_qrhfP7_400x400.jpg
982,Mavan Capital Partners,Venture Capital,Kelowna,Canada,SaaS,Series C,
983,Max Schmeiser,Angel,Seattle,USA,Hardware,Seed,
984,METIS innovative,Venture Capital,,Canada,HealthTech,Seed,
985,Michael Katchen,Angel,Toronto,Canada,"Hardware, PropertyTech","Seed, Series B",https://pbs.twimg.com/profile_images/1469278874257268738/rqRd3eM9_400x400.jpg
986,Michael Sutton,"Investment Partner, Individual/Angel",Arlington,USA,CyberSecurity,Seed,https://pbs.twimg.com/profile_images/808401880053215232/3Jsi9I2B_400x400.jpg
987,Micro SaaS Capital,Micro VC,Toronto,Canada,SaaS,Seed,
988,Mike Cannon-Brookes,"Investment Partner, Individual/Angel",Sydney,Australia,CyberSecurity,"Series A, Series B",https://pbs.twimg.com/profile_images/568401563538841600/2eTVtXXO_400x400.jpeg
989,Net Zero Accelerator,Accelerator,,USA,CleanTech,,
990,New Brunswick Innovation Foundation,Venture Capital,Fredericton,Canada,"AgTech, CyberSecurity, FinTech, SaaS",Seed,https://pbs.twimg.com/profile_images/1244656080627458053/tfC-eyUO_400x400.jpg
991,NGC Ventures,Micro VC,Singapore,Singapore,Metaverse,Seed,
992,Noel Hall,Angel,British Columbia,North America,BioTech,Seed,
993,Obvious Ventures,"Incubator, Venture Capital",San Francisco,USA,"AI, SaaS","Series A, Series B",https://pbs.twimg.com/profile_images/861776548801552384/6bMuz3Xf_400x400.jpg
994,Open Prairie,Venture Capital,Champaign,USA,AgTech,Series C,
995,Palm Drive Capital,Venture Capital,New York,USA,Metaverse,Seed,https://pbs.twimg.com/profile_images/1275818493875761153/Tr3A3X5x_400x400.jpg
996,Paul Genier,Angel,,,Marketplace,Series A,
997,Pender Growth Fund,Venture Capital,Vancouver,Canada,HealthTech,Series B,https://pbs.twimg.com/profile_images/492414049670295552/KwyO_QmN_400x400.jpeg
998,Pender Ventures,Venture Capital,Vancouver,Canada,PropertyTech,Series A,
999,Plexo Capital,Venture Capital,San Francisco,USA,Marketplace,Series A,
1000,Preface Ventures,Venture Capital,San Francisco,USA,CyberSecurity,Seed,
1001,QED Investors,Venture Capital,Alexandria,USA,"AI, FinTech","Series A, Series B",https://pbs.twimg.com/profile_images/1399779228858585095/3NloQ6Ls_400x400.jpg
1002,Ray Muzyka,Angel,Edmonton,Canada,HealthTech,"Pre-Seed, Seed",https://pbs.twimg.com/profile_images/2515667690/w2ajag6oxbg41ok6dg3y_400x400.jpeg
1003,Robert Vis,Angel,Amsterdam,The Netherlands,CyberSecurity,Series B,https://pbs.twimg.com/profile_images/1389580493616828417/JE7bbnVB_400x400.jpg
1004,Robot Ventures,Venture Capital,San Francisco,USA,"Blockchain, Cryptocurrency",Series A,https://pbs.twimg.com/profile_images/1433563905461301251/9YDX74N__400x400.jpg
1005,Rodney Dobson,Angel,,,FinTech,Seed,
1006,Ronald Richardson,Angel,Ottawa,Canada,eCommerce,"Pre-Seed, Seed",
1007,Samsung NEXT,Venture Capital,Mountain View,USA,"Blockchain, HealthTech","Pre-Seed, Seed",https://pbs.twimg.com/profile_images/1309240869887770624/cMTiC5-T_400x400.png
1008,Sandra MacPherson,Angel,,,BioTech,Seed,
1009,Scott Farquhar,"Investment Partner, Individual/Angel",Sydney,Australia,CyberSecurity,"Series A, Series B",https://pbs.twimg.com/profile_images/803832195970433027/aaoG6PJI_400x400.jpg
1010,Shangbay Capital,Venture Capital,Palo Alto,USA,HealthTech,Seed,
1011,Shannon Lambert,Angel,,,Marketplace,Series A,
1012,Shima Capital,Venture Capital,San Francisco,USA,Metaverse,Seed,https://pbs.twimg.com/profile_images/1412914835918970889/xvstw2Qq_400x400.png
