id,companyName,ecosystemName,ecosystemSecondary,dateFounded,primaryTag,secondaryTag,latestRoundType,latestRoundDate,dateAcqusition,acquiringCompany,ipoDate,peDate,deadFlag,logoUrlCdn
603,Noze,Quebec,Montreal,2016-06-01,AI,,Equity Crowdfunding,2024-07-31,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/603.png
604,StreamingFast,Quebec,Montreal,2018-05-01,Blockchain,,Grant,2021-06-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/604.png
605,Sulvaris,Alberta,Calgary,0000-00-00,AgTech,,Series ?,2021-02-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/605.png
606,Summit Nanotech,Alberta,Calgary,2018-01-01,NanoTech,CleanTech,Series A,2023-01-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/606.png
607,SuperVisas,Toronto,,2019-06-01,LegalTech,Portal,Pre-Seed,2020-02-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/607.png
608,Supportbench Services,British Columbia,,2015-12-18,SaaS,B2B,Seed,2022-05-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/608.png
609,Svante,British Columbia,,2007-01-01,CleanTech,,Series ?,2024-08-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/609.png
610,Swarmio,Toronto,,2015-01-01,Platform,Games,Seed,2020-10-23,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/610.png
611,Swift Medical,Toronto,,2015-01-01,HealthTech,Medical,Series ?,2024-01-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/611.png
612,SWTCH,Toronto,,2016-07-05,CleanTech,Automotive,Series B,2024-04-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/612.png
613,Swyft,Toronto,,2020-01-01,eCommerce,Logistics,Series A,2021-04-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/613.png
614,Symend,Alberta,Calgary,2016-01-01,FinTech,Analytics,Series B,2022-11-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/614.png
615,Cognota,Toronto,,2019-02-14,EdTech,eLearning,Series A,2023-09-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/615.png
616,Synex Medical,Toronto,,2017-01-01,HealthTech,BioTech,Seed,2020-10-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/616.png
617,Tailscale,Toronto,,2019-01-01,CyberSecurity,Network Security,Series B,2022-05-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/617.png
618,TalentMarketplace,British Columbia,,2017-01-01,AI,Recruiting,Pre-Seed,2021-05-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/618.png
619,Tasktop,British Columbia,,2007-01-17,FinTech,,Series ?,2019-11-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/619.png
620,tealbook,Toronto,,2014-09-08,Data,Procurement,Series B,2021-12-14,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/620.png
621,4AG Robotics,British Columbia,,1999-01-01,Robotics,Computer Vision,Series A,2023-11-15,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/621.png
622,Tenstorrent,Toronto,,2016-03-01,Platform,ASIC,Series D,2024-12-02,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/622.png
623,Terramera,British Columbia,,2010-01-01,AgTech,,Seed,2023-01-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/623.png
624,The GIST,Toronto,,2017-01-01,Media,,Seed,2021-04-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/624.png
625,The Happenin Company,Toronto,,2021-01-06,Analytics,Data,Pre-Seed,2021-01-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/625.png
627,The Nymi Band,Toronto,,2015-01-01,FinTech,,Series A,2020-05-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/627.png
628,Themis Solutions,British Columbia,,0000-00-00,FinTech,,Series D,2019-09-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/628.png
629,Thentia,Toronto,,2014-01-01,GovTech,SaaS,Series B,2022-04-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/629.png
630,ThinkData Works,Toronto,,2014-01-01,Analytics,Data,Series A,2020-06-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/630.png
631,Thinkific,British Columbia,,2012-01-01,EdTech,eCommerce,Series ?,2020-09-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/631.png
632,ThisFish,British Columbia,,2017-06-07,SaaS,,Grant,2021-05-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/632.png
633,ThoughtExchange,British Columbia,,2009-01-01,SaaS,Communities,Series ?,2023-12-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/633.png
634,ThoughtWire Corp.,Toronto,,2009-01-01,HealthTech,,Series ?,2020-08-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/634.png
635,Thread,Waterloo Region,,0000-00-00,FinTech,Marketplace,Seed,2020-04-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/635.png
636,Thrive Career Wellness,Toronto,,2018-01-01,HRTech,,Seed,2020-12-08,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/636.png
637,Thriver,Toronto,,2015-01-01,Marketplace,Catering,Series B,2020-08-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/637.png
638,ThyForLife Health,British Columbia,,2020-01-01,HealthTech,HealthTech,Pre-Seed,2021-01-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/638.png
639,TickSmith,Quebec,Montreal,2012-11-22,SaaS,Data,Series A,2022-01-31,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/639.png
641,Timechain,Quebec,Montreal,2019-05-21,FinTech,Cryptocurrency,Pre-Seed,2021-03-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/641.png
642,Tiny Mile,Toronto,,2019-01-01,Robotics,,Seed,2020-08-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/642.png
643,Tokens.com,Toronto,,0000-00-00,FinTech,,Seed,2020-12-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/643.png
644,Top Hat,Toronto,,2009-01-01,EdTech,Education,Series E,2021-02-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/644.png
645,ToursByLocals,British Columbia,,2008-10-10,Marketplace,Tourism,Series A,2020-01-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/645.png
646,TRACKiTT,Toronto,,2019-01-29,SaaS,B2B,Seed,2021-02-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/646.png
647,Traction Guest,British Columbia,,2015-01-01,SaaS,Enterprise,Series A,2019-06-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/647.png
648,Traction on Demand,British Columbia,,2007-05-04,SaaS,,Series A,2019-06-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/648.png
649,TradeCafe,Toronto,,2017-01-01,Marketplace,,Series ?,2021-02-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/649.png
650,Treasure Card,Toronto,,2019-10-01,FinTech,Debit Cards,Equity Crowdfunding,2021-04-08,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/650.png
652,TritonWear,Toronto,,2014-01-14,Wearables,Analytics,Series ?,2020-12-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/652.png
653,Troop,Toronto,,2019-01-01,Platform,,Pre-Seed,2021-05-05,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/653.png
654,Trufan,Toronto,,2017-12-01,MarTech,Marketing,Seed,2021-11-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/654.png
655,Trulioo,British Columbia,,2011-01-01,FinTech,Data,Series D,2021-06-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/655.png
656,Tugolo,Waterloo Region,,2012-01-01,TravelTech,Travel,Seed,2019-03-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/656.png
658,Tulip Retail,Waterloo Region,,2013-04-01,RetailTech,eCommerce,Series C,2021-06-24,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/658.png
660,Two Hat Security,British Columbia,,2012-07-04,Analytics,AI,Series ?,2019-11-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/660.png
661,Tyltgo,Waterloo Region,,2018-07-01,LogisticsTech,SaaS,Seed,2021-03-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/661.png
662,Unbounce,British Columbia,,2009-08-15,MarTech,Data,Series ?,2020-06-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/662.png
663,Unito,Quebec,Montreal,2015-01-01,SaaS,Computer,Series ?,2022-10-26,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/663.png
666,Untether AI,Toronto,,2018-01-01,AI,Platform,Series B,2021-07-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/666.png
667,Upchain,Toronto,,2015-01-01,SaaS,,Series ?,2020-05-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/667.png
668,UpMeals,British Columbia,,2018-01-01,Consumer,,Seed,2021-02-08,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/668.png
669,Userful,Alberta,Calgary,2015-01-01,SaaS,Platform,Series ?,2022-04-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/669.png
670,Validere,Alberta,Calgary,2014-11-01,iOT,SaaS,Series B,2022-03-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/670.png
671,VEERUM,Alberta,Calgary,2014-04-04,SaaS,iOT,Series A,2021-02-03,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/671.png
673,Vena Medical,Waterloo Region,,2016-01-01,BioTech,,Series ?,2019-11-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/673.png
674,Vena Solutions,Toronto,,2011-01-01,SaaS,Enterprise Software,Series C,2021-04-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/674.png
675,Vention,Quebec,Montreal,2016-01-01,Robotics,CAD,Series C,2022-05-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/675.png
676,Ventus Therapeutics,Quebec,Montreal,2019-01-01,HealthTech,Therapeutics,Series C,2022-02-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/676.png
677,Verda,Waterloo Region,,2017-01-01,eCommerce,Delivery Service,Seed,2019-06-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/677.png
678,Verdi,British Columbia,,2020-01-01,AI,Agriculture,Pre-Seed,2021-05-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/678.png
679,Verge Ag,Alberta,Calgary,2019-01-01,AgTech,,Series A,2022-04-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/679.png
680,Verto,Toronto,,2009-01-01,HealthTech,,Seed,2020-08-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/680.png
681,Vetsie,Alberta,Calgary,2020-01-01,SaaS,,Seed,2021-06-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/681.png
683,viDA Therapeutics,British Columbia,,2014-01-01,BioTech,,Series ?,2019-08-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/683.png
684,Vidyard,Waterloo Region,,2011-01-01,SaaS,,Series ?,2019-12-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/684.png
685,Virtual Gurus,Alberta,Calgary,2016-09-01,SaaS,Insurance,Series A,2022-03-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/685.png
686,Visier,British Columbia,,2010-03-01,Analytics,Business Intelligence,Series E,2021-06-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/686.png
687,Visualping,British Columbia,,2016-01-01,SaaS,,Seed,2021-07-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/687.png
688,Vital Bio,Toronto,,2016-01-01,BioTech,HealthTech,Seed,2021-03-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/688.png
689,Vitruvi,British Columbia,,2014-01-01,eCommerce,HealthTech,Series A,2020-02-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/689.png
690,Vive Crop Protection,Toronto,,2006-03-30,AgTech,,Series ?,2024-05-24,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/690.png
691,Vizetto,Toronto,,2018-01-01,SaaS,,Seed,2020-04-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/691.png
692,Voda Safe,British Columbia,,0000-00-00,Hardware,Sonar,Seed,2020-07-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/692.png
694,VoltSafe,British Columbia,,2015-02-12,AutoTech,Autonomous Vehicles,Seed,2021-02-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/694.png
695,VXG,Toronto,,2016-09-01,iOT,,Seed,2020-03-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/695.png
696,Waabi,Toronto,,2021-01-01,AutoTech,Autonomous Vehicles,Series B,2024-06-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/696.png
697,Watfly,Waterloo Region,,2018-02-01,LogisticsTech,,Series ?,2019-09-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/697.png
698,WeavAir,Toronto,,2017-03-03,CleanTech,,Grant,2021-01-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/698.png
699,Wedge Networks,Alberta,Calgary,2002-11-01,Analytics,,Seed,2019-11-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/699.png
700,WhaleRoom,Quebec,Montreal,2021-04-01,Blockchain,Social Network,Pre-Seed,2021-04-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/700.png
701,Willful,Toronto,,2017-10-25,LegalTech,,Series ?,2024-04-03,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/701.png
702,Willow,Toronto,,2019-03-10,PropertyTech,Finance,Seed,2021-01-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/702.png
703,Wingocard,Quebec,Montreal,2019-01-01,FinTech,Banking,Seed,2021-05-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/703.png
705,Wize,British Columbia,,2017-07-01,SaaS,,Series ?,2021-01-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/705.png
706,Wizebank,British Columbia,,0000-00-00,FinTech,Education,Pre-Seed,2020-12-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/706.png
707,WOMBO,Toronto,,2020-08-04,AI,Entertainment,Series ?,2024-09-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/707.png
709,WorkJam,Quebec,Montreal,2014-08-01,CyberSecurity,Employee Benefits,Grant,2024-07-31,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/709.png
710,Wrapbook,Toronto,,2018-01-01,HRTech,Payroll,Series B,2021-11-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/710.png
711,Xanadu,Toronto,,2016-09-19,AI,Data,Series C,2022-11-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/711.png
712,Yalla Xash,Quebec,Montreal,2017-01-01,FinTech,,Series A,2021-06-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/712.png
713,YOURIKA,Waterloo Region,,2016-01-01,EdTech,,Seed,2019-08-31,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/713.png
714,YPC Technologies,Quebec,Montreal,2016-01-01,FoodTech,,Seed,2020-10-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/714.png
716,Zapper,Quebec,Montreal,2020-05-01,FinTech,Blockchain,Series A,2021-05-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/716.png
717,ZayZoon,Alberta,Calgary,2014-07-30,FinTech,,Series ?,2024-03-26,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/717.png
718,Zebu Infrastructure Online,Waterloo Region,,2015-01-01,TransportationTech,,Seed,2019-12-06,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/718.png
719,ZenHub,British Columbia,,2014-01-01,SaaS,Enterprise Software,Series A,2023-03-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/719.png
720,Zennea Technologies,British Columbia,,2016-09-01,HealthTech,Hardware,Seed,2021-01-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/720.png
721,ZeroKey,Alberta,Calgary,2016-05-16,iOT,,Seed,2019-08-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/721.png
722,Zerv,Toronto,,2019-01-01,Marketplace,HealthTech,Pre-Seed,2021-04-05,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/722.png
723,Zetane Systems,Quebec,Montreal,2016-04-10,AI,Data,Grant,2021-07-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/723.png
724,Ziva Dynamics,British Columbia,,2015-04-11,SaaS,3DTech,Seed,2020-05-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/724.png
725,Zucara Therapeutics,British Columbia,,2015-01-01,BioTech,Diabetes,Series B,2024-11-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/725.png
726,MIMOSA Diagnostics,Toronto,,2016-08-15,HealthTech,Medical,Seed,2020-01-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/726.png
727,FreshBooks,Toronto,,2003-01-01,FinTech,Accounting,Series E,2021-08-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/727.png
728,1Password,Toronto,,2005-07-12,CyberSecurity,Network Security,Series C,2022-01-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/728.png
729,Paystone,Other,,2009-01-01,FinTech,B2B,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/729.png
730,XpertSea,Quebec,,2011-01-01,AI,Machine Learning,Series B,2021-08-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/730.png
731,Canada Drives,British Columbia,,2010-03-01,Marketplace,eCommerce,Series B,2021-08-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/731.png
732,Silofit,Quebec,Montreal,2017-11-13,FitnessTech,Mobile,Series A,2021-07-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/732.png
733,Horizon Blockchain Games,Toronto,,2017-01-01,Blockchain,Games,Series A,2022-10-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/733.png
734,Algolux,Quebec,Montreal,2014-04-30,AI,Automotive,Series B,2021-07-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/734.png
736,Oxio,Quebec,,2018-01-01,Networks,Telecommunications,Series A,2021-07-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/736.png
737,WonderFi,British Columbia,,2021-02-01,Blockchain,Bitcoin,Series A,2021-07-08,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/737.png
738,GHGSat,Quebec,Montreal,2011-01-01,Analytics,,Series C,2023-09-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/738.png
739,Tough Commerce,Toronto,,2017-11-04,eCommerce,Mobile,Series ?,2023-05-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/739.png
740,Zilia,Quebec,,2012-04-01,HealthTech,AI,Seed,2021-08-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/740.png
741,Mako Financial Technologies,Quebec,Montreal,2018-01-01,FinTech,,Seed,2021-08-03,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/741.png
742,Spark CRM,British Columbia,,2012-03-15,PropertyTech,CRM,Series A,2021-07-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/742.png
743,Comet Biorefining,Other,,2009-01-01,AgTech,Agriculture,Series C,2021-07-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/743.png
744,Feroot Security,Toronto,,2017-08-03,CyberSecurity,Enterprise Software,Seed,2022-02-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/744.png
745,QuoteToMe,Alberta,,2017-01-01,SaaS,ConstructionTech,Seed,2021-07-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/745.png
746,RainStick,Toronto,,0000-00-00,Hardware,Environmental Engineering,Seed,2024-07-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/746.png
748,Radium,Toronto,,2019-01-01,AI,Cloud Computing,Series A,2021-08-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/748.png
749,FREDsense,Alberta,Calgary,2014-04-28,AgTech,Agriculture,Series ?,2021-07-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/749.png
750,P&P Optica,Waterloo Region,,1995-01-01,AgTech,VisionTech,Series ?,2022-11-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/750.png
753,Side Door,East Coast,,2017-01-01,Marketplace,,Seed,2021-07-05,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/753.png
754,Smile CDR,Toronto,,2016-01-01,HealthTech,,Series B,2023-01-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/754.png
755,Gray Oncology Solutions,Quebec,Montreal,2019-01-01,HealthTech,,Pre-Seed,2021-08-05,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/755.png
756,3D Planeta,East Coast,,2018-05-15,GeoTech,,Seed,2021-07-05,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/756.png
757,Navigate Surgical Technologies,British Columbia,,2011-01-01,HealthTech,Medical,Series ?,2021-07-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/757.png
758,Mero Technologies,Toronto,,2017-04-01,iOT,Analytics,Seed,2021-08-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/758.png
